"","ANAR","BRHO","CESO","LOMU","TACA","THIR","feasibility","niche_diff","fitness_diff","draw"
"334",1,1,1,0,0,1,1,-1.02792323129447,43.1538858754218,1456
"335",1,1,1,0,0,1,0,-1.11948315394569,63.9952415070732,649
"336",1,1,1,0,0,1,0,-1.39028646675297,46.6837339337777,2525
"337",1,1,1,0,0,1,1,0.742782586704185,48.7941863017281,3279
"338",1,1,1,0,0,1,0,-1.25018375924138,43.6294935048823,369
"339",1,1,1,0,0,1,0,-1.00333176502824,34.636864111393,1910
"340",1,1,1,0,0,1,0,-1.35489599555342,33.0422359778461,298
"341",1,1,1,0,0,1,0,-0.605123697542133,27.6819891125057,631
"342",1,1,1,0,0,1,0,-1.29408192090971,45.4691663471229,457
"343",1,1,1,0,0,1,0,-2.52739066757629,42.5217940001479,2120
"344",1,1,1,0,0,1,0,-1.40477000746687,59.6841655198216,1374
"345",1,1,1,0,0,1,0,-0.987195526810971,37.6358310372765,1408
"346",1,1,1,0,0,1,0,-1.31890599350252,29.6436727381522,2660
"347",1,1,1,0,0,1,0,-1.5347516332567,28.4193638381756,2619
"348",1,1,1,0,0,1,0,-0.756301645915729,53.2892643913204,2350
"349",1,1,1,0,0,1,0,-0.746738585307973,76.2871180672635,1075
"350",1,1,1,0,0,1,1,0.431721555916537,73.355251639697,2419
"351",1,1,1,0,0,1,0,-0.9044538460042,61.5145016059388,2508
"352",1,1,1,0,0,1,0,-0.0547434050660125,60.1133027448026,790
"353",1,1,1,0,0,1,0,-2.36776863501307,35.9181796644755,3646
"354",1,1,1,0,0,1,0,-1.97719240042134,36.1166866992329,865
"355",1,1,1,0,0,1,0,-2.23721506095272,66.0860634729498,2943
"356",1,1,1,0,0,1,0,-0.0909497415178184,44.0175921763578,2957
"357",1,1,1,0,0,1,0,-0.775563008007264,31.4976258746313,1798
"358",1,1,1,0,0,1,0,-1.30866860829486,39.5112946438858,40
"359",1,1,1,0,0,1,0,-0.355023295867161,57.9279318948365,774
"360",1,1,1,0,0,1,0,-1.23499437951889,61.6598733033828,1333
"361",1,1,1,0,0,1,0,-0.0654111483475297,61.2739517495866,3232
"362",1,1,1,0,0,1,0,-0.234362035251447,36.3771162372312,927
"363",1,1,1,0,0,1,0,-1.48945151690994,46.3452775773436,3352
"364",1,1,1,0,0,1,0,-0.03983049214461,62.4491445571407,2165
"365",1,1,1,0,0,1,0,-1.9722409108125,70.2118072559256,2610
"366",1,1,1,0,0,1,0,-0.049857998019494,34.6764494330832,1709
"367",1,1,1,0,0,1,0,-0.605686725702763,51.8755434420584,151
"368",1,1,1,0,0,1,0,-0.944440223255603,25.6604501671248,3217
"369",1,1,1,0,0,1,0,-1.72879047114024,60.1523163689332,2347
"370",1,1,1,0,0,1,0,-0.326638422075735,23.0942604399524,1817
"371",1,1,1,0,0,1,0,-0.952050126171004,51.3284264069717,129
"372",1,1,1,0,0,1,0,-0.243845775958115,50.2529308071312,68
"373",1,1,1,0,0,1,0,-1.06475480294582,49.6597736326076,3550
"374",1,1,1,0,0,1,0,-1.03392567149789,51.2628288482016,2397
"375",1,1,1,0,0,1,0,-1.16226312592113,43.51155865865,1007
